country,country_id,min_year,max_year,long,lat,writer_total_year,writer_total_cumulative,writer_1,writer_1_gender,writer_1_birth,writer_1_popup,writer_1_language_1,writer_1_language_2,writer_1_language_3,writer_1_language_4,writer_1_languages,writer_1_role_1,writer_1_role_2,writer_1_role_3,writer_1_role_4,writer_1_role_5,writer_2,writer_2_gender,writer_2_birth,writer_2_popup,writer_2_language_1,writer_2_language_2,writer_2_language_3,writer_2_language_4,writer_2_languages,writer_2_role_1,writer_2_role_2,writer_2_role_3,writer_2_role_4,writer_2_role_5,writer_3,writer_3_gender,writer_3_birth,writer_3_popup,writer_3_language_1,writer_3_language_2,writer_3_language_3,writer_3_language_4,writer_3_languages,writer_3_role_1,writer_3_role_2,writer_3_role_3,writer_3_role_4,writer_3_role_5,writer_4,writer_4_gender,writer_4_birth,writer_4_popup,writer_4_language_1,writer_4_language_2,writer_4_language_3,writer_4_language_4,writer_4_languages,writer_4_role_1,writer_4_role_2,writer_4_role_3,writer_4_role_4,writer_4_role_5,writer_5,writer_5_gender,writer_5_birth,writer_5_popup,writer_5_language_1,writer_5_language_2,writer_5_language_3,writer_5_language_4,writer_5_languages,writer_5_role_1,writer_5_role_2,writer_5_role_3,writer_5_role_4,writer_5_role_5,popup_year,subregion,region_un,monolingual_writer_total_year,multilingual_writer_total_year,monolingual_writer_total_cumulative,multilingual_writer_total_cumulative,writerPop
Bolivia,1844,2004,2021,-64.68538645,-16.70814787,1,5,Giovanna RIVERO ,Female,1972,Giovanna RIVERO (2004)<br />,Spanish,#N/A,#N/A,#N/A,1,fiction writer,journalist,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Bolivia&nbsp;(1)</b><hr />Giovanna RIVERO (2004)<br />,South America,The Americas,1,0,5,0,
Bosnia-Herzegovina,1966,2001,2001,17.76876733,44.17450125,1,1,Antonije ZALICA ,Male,1959,Antonije ZALICA (2001)<br />,English,Croatian,Dutch,#N/A,3,filmmaker,playwright,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Bosnia-Herzegovina&nbsp;(1)</b><hr />Antonije ZALICA (2001)<br />,Southern Europe,Europe,0,1,0,1,
Bosnia-Herzegovina,1966,2002,2002,17.76876733,44.17450125,1,2,Nihad HASANOVIC ,Male,1974,Nihad HASANOVIC (2002)<br />,French,#N/A,#N/A,#N/A,1,fiction writer,playwright,translator,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Bosnia-Herzegovina&nbsp;(1)</b><hr />Nihad HASANOVIC (2002)<br />,Southern Europe,Europe,1,0,1,1,
Bosnia-Herzegovina,1966,2003,2021,17.76876733,44.17450125,1,3,Mirsad SIJARIĆ,Male,1970,Mirsad SIJARIĆ (2003)<br />,Serbian,#N/A,#N/A,#N/A,1,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Bosnia-Herzegovina&nbsp;(1)</b><hr />Mirsad SIJARIĆ (2003)<br />,Southern Europe,Europe,1,0,2,1,
Botswana,2024,1977,1977,23.79853368,-22.18403213,1,1,Bessie HEAD ,Female,1937,Bessie HEAD (1977)<br />,English,#N/A,#N/A,#N/A,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Botswana&nbsp;(1)</b><hr />Bessie HEAD (1977)<br />,Southern Africa,Africa,1,0,1,0,
Botswana,2024,1978,1993,23.79853368,-22.18403213,1,2,Albert MALIKONGWA ,Male,1930,Albert MALIKONGWA (1978)<br />,English,#N/A,#N/A,#N/A,1,playwright,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Botswana&nbsp;(1)</b><hr />Albert MALIKONGWA (1978)<br />,Southern Africa,Africa,1,0,2,0,
Botswana,2024,1994,2002,23.79853368,-22.18403213,1,3,Sydney Othusitse MOTHEI ,Male,1950,Sydney Othusitse MOTHEI (1994)<br />,English,#N/A,#N/A,#N/A,1,fiction writer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Botswana&nbsp;(1)</b><hr />Sydney Othusitse MOTHEI (1994)<br />,Southern Africa,Africa,1,0,3,0,
Botswana,2024,2003,2011,23.79853368,-22.18403213,1,4,Barolong SEBONI ,Male,1957,Barolong SEBONI (2003)<br />,English,#N/A,#N/A,#N/A,1,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Botswana&nbsp;(1)</b><hr />Barolong SEBONI (2003)<br />,Southern Africa,Africa,1,0,4,0,
Botswana,2024,2012,2015,23.79853368,-22.18403213,1,5,Tjawangwa Prudence DEMA ,Female,\N,Tjawangwa Prudence DEMA (2012)<br />,English,#N/A,#N/A,#N/A,1,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Botswana&nbsp;(1)</b><hr />Tjawangwa Prudence DEMA (2012)<br />,Southern Africa,Africa,1,0,5,0,
Botswana,2024,2016,2021,23.79853368,-22.18403213,1,6,Legodile Dredd X Seganabeng ,Male,1978,Legodile Dredd X Seganabeng (2016)<br />,English,#N/A,#N/A,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Botswana&nbsp;(1)</b><hr />Legodile Dredd X Seganabeng (2016)<br />,Southern Africa,Africa,1,0,6,0,
Brazil,1889,1968,1968,-53.09783113,-10.78777702,2,2,Affonso Romano De SANT'ANNA ,Male,1937,Affonso Romano De SANT'ANNA (1968)<br />,Portuguese,#N/A,#N/A,#N/A,1,poet,#N/A,#N/A,#N/A,#N/A,Luiz VILELA ,Male,1943,Luiz VILELA (1968)<br />,Portuguese,#N/A,#N/A,#N/A,1,fiction writer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Brazil&nbsp;(2)</b><hr />Affonso Romano De SANT'ANNA (1968)<br />Luiz VILELA (1968)<br />,South America,The Americas,2,0,2,0,
Brazil,1889,1969,1969,-53.09783113,-10.78777702,2,4,Lindolf BELL ,Male,1938,Lindolf BELL (1969)<br />,Portuguese,#N/A,#N/A,#N/A,1,0,#N/A,#N/A,#N/A,#N/A,Luis Carlos Dolabela CHAGAS ,Male,\N,Luis Carlos Dolabela CHAGAS (1969)<br />,Portuguese,#N/A,#N/A,#N/A,1,fiction writer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Brazil&nbsp;(2)</b><hr />Lindolf BELL (1969)<br />Luis Carlos Dolabela CHAGAS (1969)<br />,South America,The Americas,2,0,4,0,
Brazil,1889,1970,1970,-53.09783113,-10.78777702,1,5,Sergio SANT' ANNA ,Male,1941,Sergio SANT' ANNA (1970)<br />,Portuguese,#N/A,#N/A,#N/A,1,fiction writer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Brazil&nbsp;(1)</b><hr />Sergio SANT' ANNA (1970)<br />,South America,The Americas,1,0,5,0,
Brazil,1889,1971,1971,-53.09783113,-10.78777702,1,6,Jose Santiago NAUD ,Male,1930,Jose Santiago NAUD (1971)<br />,Portuguese,#N/A,#N/A,#N/A,1,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Brazil&nbsp;(1)</b><hr />Jose Santiago NAUD (1971)<br />,South America,The Americas,1,0,6,0,
Brazil,1889,1972,1972,-53.09783113,-10.78777702,1,7,Jõao Ubaldo RIBEIRO,Male,1940,Jõao Ubaldo RIBEIRO (1972)<br />,Portuguese,#N/A,#N/A,#N/A,1,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Brazil&nbsp;(1)</b><hr />Jõao Ubaldo RIBEIRO (1972)<br />,South America,The Americas,1,0,7,0,
Brazil,1889,1973,1973,-53.09783113,-10.78777702,2,9,Adao VENTURA ,Male,1939,Adao VENTURA (1973)<br />,Portuguese,#N/A,#N/A,#N/A,1,poet,#N/A,#N/A,#N/A,#N/A,Flavio MOREIRA DA COSTA ,Male,1942,Flavio MOREIRA DA COSTA (1973)<br />,Portuguese,#N/A,#N/A,#N/A,1,editor,fiction writer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Brazil&nbsp;(2)</b><hr />Adao VENTURA (1973)<br />Flavio MOREIRA DA COSTA (1973)<br />,South America,The Americas,2,0,9,0,
Brazil,1889,1974,1974,-53.09783113,-10.78777702,1,10,Carlos Felipe MOISES ,Male,1942,Carlos Felipe MOISES (1974)<br />,Portuguese,#N/A,#N/A,#N/A,1,editor,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Brazil&nbsp;(1)</b><hr />Carlos Felipe MOISES (1974)<br />,South America,The Americas,1,0,10,0,
Brazil,1889,1975,1977,-53.09783113,-10.78777702,1,11,Roberto REIS ,Male,1949,Roberto REIS (1975)<br />,Portuguese,#N/A,#N/A,#N/A,1,critic,fiction writer,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Brazil&nbsp;(1)</b><hr />Roberto REIS (1975)<br />,South America,The Americas,1,0,11,0,
Brazil,1889,1978,1978,-53.09783113,-10.78777702,1,12,J. Edilberto COUTINHO ,Male,1933,J. Edilberto COUTINHO (1978)<br />,Portuguese,#N/A,#N/A,#N/A,1,fiction writer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Brazil&nbsp;(1)</b><hr />J. Edilberto COUTINHO (1978)<br />,South America,The Americas,1,0,12,0,
Brazil,1889,1979,1979,-53.09783113,-10.78777702,1,13,Julio Cesar Monteiro MARTINS ,Male,1955,Julio Cesar Monteiro MARTINS (1979)<br />,Portuguese,#N/A,#N/A,#N/A,1,critic,fiction writer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Brazil&nbsp;(1)</b><hr />Julio Cesar Monteiro MARTINS (1979)<br />,South America,The Americas,1,0,13,0,
Brazil,1889,1980,1981,-53.09783113,-10.78777702,1,14,Liane SANTOS ,Female,1953,Liane SANTOS (1980)<br />,Portuguese,#N/A,#N/A,#N/A,1,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Brazil&nbsp;(1)</b><hr />Liane SANTOS (1980)<br />,South America,The Americas,1,0,14,0,
Brazil,1889,1982,1982,-53.09783113,-10.78777702,1,15,Jõao Gilberto NOLL,Male,1946,Jõao Gilberto NOLL (1982)<br />,Portuguese,#N/A,#N/A,#N/A,1,fiction writer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Brazil&nbsp;(1)</b><hr />Jõao Gilberto NOLL (1982)<br />,South America,The Americas,1,0,15,0,
Brazil,1889,1983,1984,-53.09783113,-10.78777702,1,16,Sonia COUTINHO ,Female,1939,Sonia COUTINHO (1983)<br />,Portuguese,#N/A,#N/A,#N/A,1,fiction writer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Brazil&nbsp;(1)</b><hr />Sonia COUTINHO (1983)<br />,South America,The Americas,1,0,16,0,
Brazil,1889,1985,1985,-53.09783113,-10.78777702,1,17,Silvio FIORANI ,Male,1943, Silvio FIORANI (1985)<br />,Portuguese,#N/A,#N/A,#N/A,1,fiction writer,journalist,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Brazil&nbsp;(1)</b><hr /> Silvio FIORANI (1985)<br />,South America,The Americas,1,0,17,0,
Brazil,1889,1986,1986,-53.09783113,-10.78777702,1,18,Luiz BERTO ,Male,1946,Luiz BERTO (1986)<br />,Portuguese,#N/A,#N/A,#N/A,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Brazil&nbsp;(1)</b><hr />Luiz BERTO (1986)<br />,South America,The Americas,1,0,18,0,
Brazil,1889,1987,1987,-53.09783113,-10.78777702,1,19,Charles KIEFER ,Male,1958,Charles KIEFER (1987)<br />,Portuguese,#N/A,#N/A,#N/A,1,fiction writer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Brazil&nbsp;(1)</b><hr />Charles KIEFER (1987)<br />,South America,The Americas,1,0,19,0,
Brazil,1889,1988,1989,-53.09783113,-10.78777702,1,20,Roberto AMADO ,Male,1956,Roberto AMADO (1988)<br />,Portuguese,#N/A,#N/A,#N/A,1,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Brazil&nbsp;(1)</b><hr />Roberto AMADO (1988)<br />,South America,The Americas,1,0,20,0,
Brazil,1889,1990,1994,-53.09783113,-10.78777702,1,21,Raimundo CARRERO ,Male,1947,Raimundo CARRERO (1990)<br />,Portuguese,#N/A,#N/A,#N/A,1,fiction writer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Brazil&nbsp;(1)</b><hr />Raimundo CARRERO (1990)<br />,South America,The Americas,1,0,21,0,
